account_id,customer_id,account_typeid,account_status_id,balance,opening_date
201268,10802,3,1,34872.04,1/21/2020
200106,10010,3,1,15084.59,5/16/2020
200361,10906,4,2,31222.38,1/6/2021
200593,10463,3,1,45585.4,9/5/2018
201614,10006,3,1,54375.82,5/2/2019
200365,11065,1,2,61520.01,1/4/2020
201351,10688,5,1,43699.63,8/15/2020
200766,10389,1,1,8003.54,3/22/2018
200494,10082,5,1,25320.55,7/7/2021
201306,10182,2,1,92994.34,6/24/2020
200803,10856,4,1,57674.79,5/29/2021
201401,10479,5,1,41195.04,4/25/2021
201565,11083,3,1,2687.98,9/1/2019
201049,10106,1,1,90575.94,9/8/2019
201549,10892,5,1,52007.57,4/25/2019
201372,10001,3,1,20267.12,2/21/2018
200100,10907,2,1,55024.14,8/21/2020
200276,10662,5,1,39276.31,10/17/2020
200624,10468,4,1,77555.16,11/8/2019
200557,10594,5,2,47387.99,6/24/2018
200277,10988,4,1,27720.07,12/19/2021
200399,10749,4,1,42927.31,5/21/2021
201350,10407,4,1,36968.05,9/26/2021
200888,10345,3,1,26378.68,6/16/2021
201618,11048,3,1,66165.44,3/9/2021
200576,10351,5,1,85212.03,11/12/2018
201466,10035,1,1,42938.67,9/19/2018
200993,10600,5,2,96074.22,5/4/2018
201183,10895,4,2,44678.19,7/22/2021
200515,10422,4,1,37362.06,5/24/2018
200138,10735,1,3,35239.9,3/4/2019
200347,10109,3,1,91662.19,12/11/2021
200740,11008,5,1,9264.87,10/18/2021
201021,10624,3,1,74503.83,6/4/2019
201305,10295,1,1,88106.67,8/9/2019
201035,10674,1,1,89070.21,1/17/2019
200351,10767,2,1,41928.35,
201415,10643,2,1,52603.96,
200782,10672,1,1,82355.35,2/16/2021
200411,10431,1,1,80094.42,12/2/2018
200617,10297,5,1,76928.69,10/24/2019
201244,10457,3,2,36804.14,8/12/2020
200944,10577,5,1,73352.5,10/4/2020
201292,10213,3,1,1187.8,2/10/2021
200314,10671,2,1,54976.37,8/23/2019
200668,11092,1,1,74338.61,4/30/2018
200596,10474,2,1,22748.87,4/18/2019
200916,10037,1,1,22876,10/11/2020
201569,10574,1,2,91960.89,6/9/2021
200851,10922,4,1,4671.65,6/16/2020
200958,10745,5,1,89610.23,2/22/2019
200773,10427,2,1,26968.95,6/12/2018
200643,10876,4,1,74408.88,8/8/2018
200303,10091,2,1,82597.28,4/14/2018
200127,11019,3,1,41229.1,4/5/2021
200693,10009,4,1,95712.27,12/17/2019
200951,10923,5,1,1209.92,11/13/2021
200255,10122,5,2,63487.77,3/9/2021
200621,10749,2,2,71951.64,6/12/2019
201469,10395,4,2,96660.29,1/7/2020
201404,10061,4,1,42751.39,9/13/2019
201334,10891,2,1,43174.24,6/24/2021
200360,10135,3,1,80837.01,5/27/2020
200998,10889,3,2,93898.27,6/13/2021
200583,10378,3,1,40081.4,1/14/2020
200398,10253,2,1,3670.72,4/14/2019
201577,10128,1,1,90497.44,2/16/2019
201002,10458,3,1,92795.9,9/20/2020
200706,11067,2,1,26539.13,9/28/2019
201281,10427,1,1,40995.04,12/30/2019
200336,10492,2,1,1435.15,10/12/2021
201599,11074,3,1,65648.77,12/4/2020
200549,11022,3,1,89949.16,
200237,10510,4,1,14814.87,4/2/2021
200948,11097,2,1,37254.93,7/30/2018
201077,10930,1,3,63189.32,1/6/2019
201442,10821,2,1,92205.12,12/10/2019
201330,10392,1,2,52862.18,11/7/2018
200112,10075,5,1,37144.25,2/6/2020
200763,10909,5,1,37183.6,2/4/2018
200860,10374,2,1,29529.8,7/23/2021
200263,10940,2,2,71004.92,1/25/2020
201474,10276,4,1,63931.27,3/11/2020
200524,11030,3,1,97575.87,6/28/2020
200509,10151,1,1,98543.78,2/4/2021
200804,10088,4,1,29015.04,4/18/2018
201082,10384,1,1,35976.6,4/18/2020
201374,10258,1,1,25877.62,
200789,10579,5,1,39031.96,6/20/2020
200470,10227,3,1,38107.46,2/1/2018
201148,10384,2,1,86058.88,5/19/2021
200774,10593,2,1,56210.5,7/15/2021
200484,10730,3,1,949.19,3/8/2020
200264,10578,2,1,83217,9/3/2018
201382,10788,4,1,13510.69,2/9/2018
200039,10786,2,2,49676.09,7/22/2021
200251,10332,3,2,83517.97,7/3/2021
200474,10747,2,1,68217.62,12/16/2018
200307,10550,4,1,62791.88,3/25/2021
200719,10937,4,1,72074.16,8/10/2019
201117,10925,4,2,72818.53,1/12/2019
201058,10709,4,1,98804.31,12/22/2019
201170,11080,3,1,11265.85,1/3/2020
200691,10535,5,1,63310.26,5/5/2019
200529,10616,3,1,7072.39,7/8/2019
201558,10139,5,2,67364.79,7/13/2019
200741,10280,4,2,62802.7,7/6/2019
201321,10576,1,1,99616.91,3/7/2020
201127,10226,1,1,67441.98,6/1/2021
200064,10942,2,1,63793.48,8/25/2021
201279,10122,3,3,75180.34,2/28/2021
201508,10404,2,1,31174.55,11/11/2018
200395,10235,5,1,79274.38,11/10/2021
200734,10557,1,1,71914.07,8/15/2018
200485,10567,4,1,47990.96,8/9/2018
201145,10315,3,1,58360.34,4/13/2020
200920,10058,2,1,57474.38,4/6/2018
201327,10524,4,1,66029.82,5/14/2019
201559,10196,2,3,46035.26,5/12/2020
201641,10819,5,1,3441.92,4/12/2019
200454,10262,2,1,34042.27,3/26/2019
201603,10275,2,1,91348.58,5/19/2021
201576,11022,1,2,14051.64,1/25/2019
200141,10227,1,3,86449.34,5/17/2021
201533,10321,3,1,74579.15,9/10/2018
200724,10125,4,1,70644.62,3/5/2021
200872,10475,1,1,99622.22,12/28/2021
200918,10618,5,1,26242.64,9/3/2020
200120,10708,3,1,30224.18,3/15/2020
201506,10125,2,1,73456.64,5/26/2020
200927,10502,2,1,47108.34,7/23/2019
200122,10308,1,1,62397.19,6/20/2021
201631,10273,3,1,55836.35,9/23/2020
200287,10935,1,1,23213.22,5/22/2021
200461,10478,5,1,71132.59,4/28/2018
200550,10374,2,2,95845.75,3/29/2018
200126,10500,4,1,83625.42,1/12/2022
200380,10564,2,1,31978.53,6/8/2021
200900,10575,2,1,40320.06,3/19/2020
201491,10369,4,1,17911.11,5/4/2021
200053,11041,4,1,63843.37,1/26/2019
201046,10545,4,1,98109.46,4/15/2018
201414,10865,5,1,50771.1,11/19/2021
200976,10404,3,1,35267.84,5/26/2021
200652,10183,5,1,96036.35,2/27/2019
200887,10993,4,1,28368.98,9/12/2019
200433,10552,3,2,31513.54,5/8/2019
201182,10575,2,2,82184.28,12/9/2021
200285,10374,4,1,41610.67,6/2/2021
201339,10443,5,1,21279.38,11/15/2020
201550,10427,2,1,13621.53,10/1/2020
201648,10209,3,1,76038.59,10/27/2021
200726,10774,3,1,77266.48,3/11/2018
200154,10624,2,1,49097.06,2/2/2022
200999,10045,1,1,45056.58,5/9/2018
200850,10774,2,1,72232.35,6/11/2020
201264,10320,1,1,55623.9,8/9/2019
201433,10797,1,1,4802.83,12/14/2018
200708,10359,2,1,79123.63,3/16/2019
200271,10060,3,2,63431.51,10/1/2019
201427,10013,5,2,74732.41,3/4/2020
201617,10297,3,1,19685.71,1/2/2019
201047,11012,5,2,14199.85,9/13/2021
200137,10741,3,1,874.53,7/23/2019
200353,10502,2,1,37250.76,5/20/2021
200181,10810,2,1,42789.45,10/5/2019
201075,11065,1,1,89741.99,9/30/2018
200207,10179,4,3,14415.32,1/26/2018
201360,10851,4,2,64325.21,10/18/2018
200310,10006,2,1,59519.68,5/16/2019
200244,10727,2,2,65303.85,8/8/2021
200431,10522,2,1,78927.47,7/9/2021
201540,10177,2,1,2437.13,12/15/2019
201155,10687,4,1,69432.77,1/31/2019
200727,11082,5,1,73899.9,2/6/2022
201452,11014,3,2,70794.44,8/22/2018
200871,10706,1,1,20288.89,3/22/2021
200327,10375,3,1,47036.87,11/10/2025
200938,10128,3,1,64981.7,11/3/2021
201211,10454,2,1,31062.72,12/19/2020
200214,10062,4,2,30544.95,1/17/2021
200369,10392,3,1,71637.18,7/21/2020
201010,10972,3,1,98434.87,5/1/2018
201297,11073,2,2,58412.17,3/9/2020
201110,10830,4,1,12736.16,9/22/2019
200932,10468,4,1,22363.22,4/30/2021
200322,11018,1,1,-50.91,5/2/2021
200035,11016,5,2,16124.6,3/6/2021
201337,10637,2,1,11859.85,11/26/2018
201093,10584,4,1,81805.95,11/7/2018
200997,10246,5,2,41490.64,5/2/2021
200331,11036,2,2,5931.23,5/30/2019
200348,10105,5,1,79534.55,12/31/2018
200875,10667,5,1,42390.84,1/6/2018
200167,10432,1,1,42644.7,11/24/2019
200629,10541,1,2,8878.16,1/18/2018
200827,10920,1,1,16073.07,11/19/2018
200941,10278,1,1,72186.47,10/1/2021
200721,10937,3,1,96729.46,1/18/2019
201087,10049,4,1,80075.41,5/3/2018
200405,10020,5,1,28247.36,11/1/2019
201587,10114,4,1,83961.59,2/17/2019
200472,10170,1,1,52547.1,1/30/2018
200300,10551,4,1,63465.82,8/26/2018
201412,10326,1,1,20637.22,3/18/2020
201493,10494,1,1,83113.29,6/15/2019
201552,10753,2,3,16958,9/17/2018
201204,10228,5,1,43755.6,11/29/2021
201405,11019,5,1,59719.46,10/24/2020
200404,10229,3,1,32623.75,12/24/2021
200507,11084,4,1,48531.71,4/21/2018
200760,10380,3,1,90268.4,4/11/2018
201424,10242,3,2,3564.27,9/30/2018
201470,10280,4,1,24310.93,1/18/2021
200972,10659,3,1,42087.43,7/30/2020
200194,10801,3,2,62664.46,10/15/2020
200569,10780,3,1,74403.05,7/19/2018
200393,10367,1,1,58967.16,9/10/2020
200479,10218,1,1,77984.96,7/5/2021
200898,10343,3,1,68949.57,11/25/2021
201524,10402,4,1,38437.42,2/1/2018
200965,10687,2,2,82735.24,4/7/2019
201228,10401,3,1,89722.89,12/2/2020
200294,10926,2,1,15144.15,9/16/2020
200650,10307,2,1,31474.97,5/22/2019
201584,10977,5,1,75342.53,12/30/2020
200147,10931,3,1,741.98,10/16/2018
200928,10158,3,1,24066.31,3/23/2018
200480,10045,4,1,25494.74,10/4/2018
200729,10470,3,2,9390.16,10/21/2018
200153,10417,1,1,28280.03,6/17/2019
201099,10461,3,1,82883.84,7/26/2021
201156,10256,2,1,48963.44,11/7/2019
201567,10397,3,1,77319.24,11/24/2020
201055,10745,2,1,89370.68,8/30/2021
201254,10902,1,1,71621.86,9/28/2018
201487,10859,2,1,25199.75,8/25/2019
200739,10338,4,1,-486.68,2/1/2021
201570,10120,1,1,48479.25,10/10/2019
200434,10388,5,2,88098.11,7/15/2019
200450,11097,2,1,57492.35,6/23/2019
200329,10915,2,2,32978.16,7/20/2021
200109,10357,1,2,12135.64,4/12/2019
201490,10834,4,1,11876.49,1/28/2022
200771,10551,2,1,76.87,5/22/2020
200665,10140,5,1,81912.58,1/4/2020
201336,10161,1,1,84317.45,1/10/2021
201596,10880,4,1,8732,7/20/2020
200216,10797,4,2,94878.4,
200151,10400,3,1,59391.36,1/27/2019
200980,10164,2,1,25253.22,7/23/2019
200935,10441,2,2,12037.85,4/28/2021
200838,10734,4,1,35213.38,7/31/2021
200173,10721,1,1,99185.63,2/27/2019
200842,10183,5,1,20944.25,5/8/2020
200272,10323,4,1,75527.77,8/30/2019
200288,10549,4,1,86753.63,3/31/2020
201544,10913,3,1,79658.32,10/22/2021
200594,10599,4,1,12297.81,7/26/2019
201357,10401,4,1,1984.92,8/29/2021
200274,10652,1,1,29627.66,4/4/2021
200383,10287,3,1,25970.3,5/14/2021
200567,10578,5,1,239.3,1/28/2020
200066,10397,5,1,53407.3,1/19/2019
201037,10758,4,1,91570.87,7/15/2021
201153,10263,1,1,41412.74,6/6/2019
201481,10512,3,1,46114.57,3/1/2021
200325,10087,5,2,31944.6,7/27/2019
200430,10135,4,1,75924.19,12/22/2019
200893,10166,4,1,99828.98,11/12/2021
201150,10199,3,1,45449.22,7/3/2021
201276,10155,4,1,19986.02,1/4/2022
200111,10399,2,1,74191.58,9/6/2020
200121,10748,1,1,2700.75,1/21/2019
200340,10301,3,1,87416.66,8/13/2021
201646,10903,2,1,22957.29,3/16/2020
200250,10511,5,1,55353.22,6/5/2019
200784,10459,1,1,48911.97,7/4/2019
200359,10857,3,1,81925.71,7/16/2019
200738,10161,1,1,74018.11,2/17/2020
200005,11007,2,1,26556.74,4/9/2018
200084,10146,4,1,21109.91,12/30/2021
201484,10544,3,1,47917.51,5/8/2018
200863,10141,1,2,8913.48,12/2/2025
200136,10565,5,1,14112.32,4/20/2018
200324,10171,4,1,655.62,11/8/2020
201546,10299,5,2,71325.69,6/17/2021
200702,10160,2,1,54692.35,5/13/2021
200579,10236,2,1,27043.17,2/28/2021
201425,10764,5,1,71131.37,11/9/2018
201114,10233,1,1,90752.35,2/16/2018
200368,10112,3,1,46986.28,1/26/2019
200853,10934,4,2,29370.79,7/21/2020
200468,10268,5,1,45356.7,3/4/2019
201179,10324,2,1,28302.48,5/15/2020
200185,10159,3,1,19320.57,5/5/2021
201338,10440,4,2,98678.22,2/12/2019
200211,10112,3,1,42805.78,5/8/2021
201647,10125,3,1,51553.2,8/28/2021
200992,10934,3,2,49315.41,4/14/2021
200220,10351,3,1,15927.86,7/17/2019
200188,10174,3,1,9223.05,11/15/2021
201133,10741,1,1,11596.94,2/22/2021
201018,10887,5,1,77171.54,1/25/2026
201591,10609,4,1,70797.31,10/31/2019
200145,10649,5,2,75086.97,4/19/2018
201086,10150,4,2,77975.55,6/6/2020
200283,10447,1,2,6122.35,4/29/2020
201064,10314,4,1,86190.87,9/13/2019
201151,10778,4,1,77732.77,6/29/2021
201478,10072,4,1,82151.38,11/6/2018
201464,10602,1,1,53443.06,4/19/2018
201537,10696,4,1,2850.69,11/19/2019
201439,10511,1,2,11351.57,1/17/2022
200372,10060,1,1,38668.82,5/23/2021
200116,10349,1,1,44210,3/17/2021
201109,10048,1,1,68460.3,8/2/2019
201520,10584,1,1,73280.69,12/4/2019
200099,10724,2,1,40425.89,9/29/2018
200104,10249,3,2,89193.39,12/22/2021
200107,10199,4,1,76759.94,12/15/2020
201076,10587,2,1,56535.81,7/31/2018
200092,10290,4,1,7008.67,1/22/2020
200500,10501,2,2,76173.36,2/9/2018
200638,10004,5,1,56149.47,10/29/2019
201161,10963,5,1,60011.22,5/12/2018
200821,10996,4,1,87794.4,8/30/2018
200543,10880,1,1,64538.44,11/15/2019
200564,10395,4,1,96889.63,6/24/2021
200904,10832,4,1,84891.94,12/12/2021
201208,10952,4,1,84009.96,6/29/2020
200081,10033,4,1,92935.51,9/23/2020
200108,10996,3,1,73119.23,9/24/2018
200591,10627,5,1,10365.83,2/13/2020
200170,10363,1,1,24429.8,9/5/2019
200781,10986,2,1,68233.55,1/30/2021
201181,10524,2,1,91124.87,1/20/2020
200817,10773,1,1,82549.74,3/19/2019
200963,10286,2,3,77938.53,9/26/2020
201532,10895,4,2,36763.25,2/19/2020
200212,10722,2,2,76939.58,8/2/2019
201245,11082,1,1,56432.88,1/17/2020
201632,10902,5,1,-214.25,5/16/2019
201119,10418,5,1,10185.11,10/11/2019
201494,11043,5,1,2129.9,12/10/2019
200587,10933,1,1,44064.64,5/18/2018
200261,11049,5,1,80898.88,7/31/2021
201341,10495,2,1,58015.57,2/9/2020
200117,10133,4,1,6087.13,3/12/2019
201059,10037,4,1,32183.95,10/12/2020
201324,10865,1,1,43274.37,2/5/2020
201564,10048,4,1,29141.77,10/18/2018
201397,10754,1,1,60087.11,2/20/2021
200140,10728,5,1,18683.53,3/3/2020
200097,10710,2,1,69690.25,9/15/2020
200685,10160,3,2,24759.08,5/5/2020
200991,10543,4,1,13775.42,7/28/2018
201227,10113,5,1,94520.39,4/27/2021
201068,10083,4,1,54328.54,7/18/2018
201081,10452,2,1,22576.99,9/19/2020
201529,10248,2,1,84963.09,1/13/2021
200193,10948,1,1,381.8,12/6/2019
200466,10784,5,1,61937.85,1/10/2020
200558,10665,2,1,57672.29,5/14/2018
201187,10404,5,1,10845.05,10/3/2018
201089,10023,4,1,27578.97,9/20/2019
200600,10436,5,1,87054.96,11/7/2021
201199,10571,3,1,54255.38,1/28/2020
201132,10446,3,1,55861.81,10/19/2020
200312,10565,1,1,88741.16,6/8/2018
201545,10726,1,3,67503.47,2/10/2019
200385,10324,4,1,1627.92,11/25/2019
200990,10869,4,1,39813.36,8/6/2018
201236,10840,1,1,10577.83,5/8/2019
200614,10908,1,1,35656.95,8/1/2018
200316,10405,4,2,50895.93,8/12/2021
201619,10279,3,1,49341.87,9/21/2021
200722,10075,2,1,46881.74,7/28/2020
200707,10058,5,1,27278.42,8/30/2020
200785,10028,3,1,78312,2/24/2021
200895,10550,5,1,-262.08,5/24/2020
200306,10283,4,1,8682.61,5/17/2019
201154,10257,4,1,16099.85,1/7/2018
200229,10226,4,1,75050.99,8/2/2019
200073,10605,4,1,21063.77,8/11/2018
200436,10760,1,1,22885.75,1/26/2021
200201,10101,2,2,26152.31,8/23/2020
200655,10620,3,1,90235.73,7/2/2020
201422,10692,2,1,96099.61,
201477,10356,5,1,17443.02,8/18/2019
200129,11049,2,1,91364.41,12/21/2020
201522,10842,4,1,67419.74,5/19/2021
200531,11029,2,1,25099.37,5/6/2018
201251,10024,1,1,39825.26,11/20/2018
201240,10662,2,1,33721.99,5/25/2021
201198,10141,2,1,13607.68,6/18/2018
200012,10253,1,2,-384.45,12/28/2020
201358,11031,3,3,79082.48,6/30/2020
200355,11058,5,1,1917.42,11/23/2021
201078,10807,5,1,66459.79,2/27/2020
200545,10815,4,1,52471.44,7/15/2019
201365,11038,5,1,63045.46,5/4/2020
201363,10441,1,1,6720.11,6/16/2021
200335,10174,2,1,97356.53,4/1/2021
201519,10645,5,1,77217.14,11/5/2021
201516,10583,2,1,76084.32,7/30/2020
200692,10557,3,2,17639.79,1/20/2022
200749,10989,5,1,9040.3,5/3/2020
200866,10707,5,2,72186.92,3/17/2019
200270,10899,5,1,73044.91,12/15/2018
200808,10795,3,1,69814.18,5/3/2020
201289,10046,4,2,41353.24,2/20/2020
200786,10766,2,1,52951.69,5/13/2019
201171,10904,4,3,51642.18,3/6/2020
200344,10574,2,1,23240.75,12/15/2020
201042,10425,5,1,39896.93,12/27/2019
200890,10561,3,1,96310.11,6/18/2020
200644,10198,1,1,11834.16,6/9/2019
200642,10420,1,1,62988.18,7/28/2018
200922,10436,1,2,11015.81,2/22/2018
200413,10423,3,1,4108.2,4/21/2021
201554,10458,2,1,50822.5,1/3/2020
200973,10248,1,1,74420.6,12/11/2020
200235,10808,4,1,91724.55,6/11/2021
201092,10919,4,1,22716.19,6/2/2019
201052,10613,4,1,87749.26,8/23/2019
201143,10051,4,1,52774.42,
200130,10938,5,1,75867.46,1/14/2022
201609,10179,2,1,9447.02,11/16/2021
201332,10488,5,2,1724.82,5/23/2019
201457,10324,1,1,53252.4,5/1/2021
200492,10142,4,1,68129.64,10/9/2021
201566,10148,2,1,65786.08,2/7/2021
201243,10520,4,3,66524.93,3/9/2019
200759,10838,5,1,21613.16,3/22/2018
200533,11024,4,1,79896.95,3/8/2020
201203,10881,5,1,91295.86,3/1/2021
201184,10417,4,1,12558.2,4/30/2020
200770,10783,4,2,62611.03,1/10/2020
201032,10126,4,1,80170.1,11/14/2019
200319,10773,3,1,47099.53,9/14/2021
201489,10461,1,1,69552.22,12/13/2018
200236,11086,4,1,91326.67,8/17/2020
200390,10158,5,2,41615.13,10/21/2021
200273,11030,1,1,77511.43,3/20/2018
200168,10379,3,1,37707.68,12/8/2020
200453,10198,5,1,13514.02,9/28/2019
201215,10243,2,2,92797.49,10/24/2018
201271,10649,4,2,27517.85,6/8/2020
200339,10226,4,1,19908.74,6/27/2018
200983,10604,3,1,42427.12,1/21/2018
201091,10910,5,2,97498.08,4/2/2020
200046,10187,3,2,51825.34,4/26/2019
201446,10708,2,2,43861.81,12/1/2020
200067,11061,4,2,79460.29,1/31/2022
201104,10640,5,1,85648.39,3/30/2026
201023,10159,4,1,75123.26,3/3/2018
200463,10231,4,1,98910.48,1/20/2022
201011,10334,3,1,19742.89,5/31/2019
200756,10010,2,1,79082.66,2/19/2020
200412,10740,4,2,18323.69,1/25/2018
200197,10857,2,1,10604.56,10/9/2019
200843,11036,3,2,14281.82,10/27/2020
200504,10532,1,2,23080.32,12/17/2020
200677,11027,2,1,14722.29,4/9/2018
200195,10998,1,1,22408.75,8/23/2020
200017,10565,2,2,61129.64,2/11/2020
201194,10555,1,3,3563.19,11/20/2019
200885,10974,3,1,29613.57,10/25/2020
201381,10229,4,2,94077.34,6/10/2020
200839,10439,5,1,24567.96,1/5/2019
201468,10610,4,3,88823.48,12/12/2018
201551,10693,5,1,86348.65,4/15/2020
201120,10947,2,1,90828.63,1/7/2018
201649,10437,1,1,15975.67,8/11/2018
200986,10011,2,1,65697.87,6/23/2018
200205,10776,2,1,52482.12,2/16/2021
201192,10601,5,1,38058.16,11/21/2018
200675,10757,3,1,14883.88,9/28/2020
201644,10490,3,1,79518.63,11/25/2020
200490,10860,5,3,33724.84,7/8/2019
201528,10139,5,1,33036.06,12/23/2020
200036,10603,4,1,27899.82,11/30/2019
200718,10860,3,1,78217.29,5/5/2019
201048,10216,2,1,90512.44,7/25/2020
200337,10111,5,3,89663.23,2/23/2020
200059,11052,1,2,9615.18,5/21/2021
201232,10994,5,2,59689.92,10/14/2021
200732,10726,3,1,63187.47,2/4/2021
200052,10186,3,1,37808.22,7/10/2021
201008,10018,1,1,1818.33,2/18/2018
200815,10633,1,1,92207.53,3/9/2018
201137,10436,3,1,73446.68,6/22/2021
200862,11050,2,1,74664.26,6/29/2020
201395,10650,2,3,1137.43,8/24/2018
200933,11083,4,1,18705.43,7/15/2021
200162,10504,5,1,13680.97,4/19/2018
201579,10701,5,1,66279.41,5/12/2020
200994,10083,4,1,73264.75,6/16/2021
200388,10308,2,1,94005.37,11/2/2021
201440,11046,2,1,34229.77,3/27/2020
201575,10651,3,1,23112.02,1/25/2020
201473,10458,5,1,80938.81,5/27/2020
201573,10396,4,1,63826.38,11/9/2020
201294,10110,1,1,25103.83,11/30/2019
200633,10967,2,2,45666.71,1/23/2018
200908,11086,4,1,14912.64,8/29/2021
201034,10558,4,1,56499.15,10/15/2020
200788,10859,1,1,61100.37,2/12/2021
200876,10230,1,1,32788.26,12/24/2020
201112,10897,1,1,17831.08,
200845,10771,1,1,59428.04,2/17/2020
201061,10738,4,1,62165.81,12/1/2020
200503,10109,5,1,60628.55,
200517,11027,5,1,22243.6,9/4/2019
200488,10102,5,1,39676.6,3/1/2020
201272,10347,5,1,75163.27,2/7/2022
200865,10287,1,1,43414.52,11/3/2020
201426,10188,2,1,85502.37,4/19/2018
200217,10282,5,1,79741.26,10/8/2018
201590,10511,3,2,31528.97,4/10/2021
200565,10593,3,1,80752.27,12/23/2021
200613,10312,2,1,90626.12,5/11/2019
200868,10379,3,2,65218.63,7/22/2020
201432,10002,5,1,91104.24,9/5/2020
201500,11037,4,1,47444.74,4/19/2021
200618,10893,4,1,23.46,11/14/2018
200750,10429,2,2,13508.38,3/28/2021
200203,10062,2,1,19754.24,11/17/2019
200486,10749,4,1,87888.34,8/27/2020
200905,10968,1,1,60172.28,
200190,10404,2,1,89478.09,4/30/2020
201515,10061,2,1,63374.92,11/22/2018
200799,10739,4,2,2549.88,2/3/2020
200034,10293,4,1,62795.23,5/29/2018
200304,10477,2,1,32577.75,1/19/2018
200959,11030,5,1,81628.79,3/24/2019
201131,10093,1,2,55740.69,10/16/2025
201005,10856,3,1,38862.95,8/21/2021
201580,10743,4,1,86594.9,1/27/2018
201629,10225,3,1,76565.33,10/29/2018
201138,10298,2,1,53510.3,8/14/2018
200417,11063,1,1,87066.02,9/2/2019
200604,10398,5,1,72545.83,3/2/2020
201640,10315,2,3,98137.14,6/25/2019
200032,10861,1,1,7264.93,11/21/2018
201593,10367,4,1,83463.25,2/9/2019
200087,10540,3,1,67038.22,3/18/2020
200661,10978,2,1,66377.41,10/13/2021
200894,10945,1,1,22968.67,6/23/2021
200349,10604,3,1,32108.36,2/25/2021
200867,10526,3,1,48383.06,7/6/2019
200452,10142,3,1,54244.97,7/17/2021
200971,10318,3,1,78266.95,6/3/2019
200733,10483,1,1,35818.45,2/9/2018
201124,10285,4,1,76062.25,1/21/2019
200378,10821,1,1,64449,6/6/2018
201223,10143,2,1,45629.49,1/31/2022
200802,10811,2,1,93495.91,
201362,10198,1,2,15896.87,4/13/2020
201036,10588,4,1,99815.57,
201126,10039,5,1,5668.83,10/18/2019
200296,10317,3,1,31711.77,3/8/2018
201586,11086,4,1,26445.63,7/26/2018
200048,11090,4,1,3917.79,8/26/2020
200589,10468,5,2,90061.73,12/19/2019
200555,10506,2,1,25866,7/22/2020
200056,11046,1,1,27006.94,11/5/2021
200025,11044,2,3,78052.59,10/11/2021
201346,10407,2,1,51767.82,5/20/2021
201295,10331,3,1,6002.42,10/13/2020
200370,10797,3,1,2192.05,5/10/2021
201200,11078,4,1,36353.79,4/1/2018
201029,10933,5,1,6436.12,1/8/2020
200291,10021,2,1,18192.08,1/29/2018
201385,10067,5,1,69440.29,2/13/2020
200200,10667,5,2,82135.64,1/26/2021
201103,10333,1,1,22940.53,12/2/2021
200018,10628,2,1,29982.21,1/24/2019
200062,10366,1,1,28243.37,10/11/2021
200560,10006,5,1,48796.06,3/18/2018
201177,10573,5,1,7466.49,10/27/2018
201202,10382,1,1,94962.36,9/18/2021
201366,10256,5,1,56833.65,3/5/2021
201561,10997,2,3,41771.97,8/31/2021
200069,10213,4,1,64408.19,5/23/2020
201526,10886,2,2,54548.29,10/22/2020
200660,10396,4,1,12694.73,
200125,10150,1,1,43690.88,8/4/2021
200449,10939,3,2,37914.54,7/24/2020
201213,10425,1,1,69773.84,2/16/2018
201186,10800,2,1,30899.02,12/15/2021
201323,11039,1,1,33410.46,2/15/2020
200896,11017,2,1,96348.57,9/15/2019
200674,11000,5,1,83192.4,10/29/2020
200553,10286,2,2,35022.44,6/9/2020
200535,10179,4,1,2439.13,5/2/2021
201026,10027,1,1,64730.11,5/12/2021
200225,10458,3,1,86693.47,4/30/2018
201260,11076,3,1,59226.92,11/3/2018
200551,10056,2,1,48825,5/10/2018
200709,10335,1,1,60544.65,6/16/2019
200705,10351,5,2,1656.32,9/20/2018
200085,11093,5,1,97430.19,11/13/2020
200440,10766,4,2,10136.41,6/21/2018
200292,10571,5,1,25232.54,3/23/2021
200382,10519,5,1,863.22,11/8/2020
201413,11026,2,2,13489.63,2/6/2019
201429,10834,1,1,44734.87,3/24/2019
201085,10183,1,1,91241.89,4/22/2020
200795,10580,1,1,14560.17,3/4/2020
201261,10047,5,1,50024.63,1/9/2021
200508,10579,4,1,83240.3,3/10/2020
200297,10445,1,1,68261.75,1/28/2018
200441,10156,4,1,29258.38,6/15/2021
201310,10324,5,3,42802.87,3/18/2021
201298,10936,2,1,67294.52,3/9/2018
200008,10096,5,1,56540.4,8/19/2019
201568,10631,4,2,38686.52,2/14/2018
200926,10103,5,1,12582.52,6/24/2020
200183,10932,5,1,1966.25,12/28/2018
200640,10570,2,1,41593.86,1/12/2019
200854,10768,3,1,28557.33,3/4/2021
200089,10864,4,1,20228.38,3/19/2021
200511,10355,5,3,36038.1,8/2/2020
200144,10798,1,1,46961.82,8/7/2019
201003,10237,1,1,36343.94,4/8/2020
201160,10000,4,1,54403.26,8/10/2021
200864,10678,2,1,53456.93,12/31/2020
200753,10413,3,1,28424.71,10/21/2018
200029,11078,2,2,10771.85,8/21/2021
200308,10284,5,1,34977.74,8/14/2018
200700,10319,2,1,125.63,3/3/2021
200582,11077,3,1,43027.89,10/19/2018
200861,10391,3,1,88425.93,8/2/2021
201419,10573,3,1,47860.1,4/20/2021
201056,10705,5,1,2335.36,7/23/2021
201299,10302,1,1,80236.9,1/2/2021
201418,10142,4,2,47287.8,7/18/2019
